222	860
222	857
222	843
222	858
222	861
222	859
222	862
222	852
222	847
222	844
222	846
222	845
222	855
222	848
222	854
222	849
222	863
222	850
222	853
222	856
222	864
222	851
215	711
215	706
215	699
215	700
215	701
215	710
215	712
215	697
215	702
215	705
215	708
215	698
215	703
215	709
215	696
215	707
215	704
223	887
223	890
223	891
223	885
223	888
223	889
223	886
324	2543
324	2512
324	2523
324	2539
324	2530
324	2511
324	2520
324	2535
324	2519
324	2517
324	2533
324	2524
324	2529
324	2515
324	2518
324	2527
324	2521
324	2525
324	2542
324	2534
324	2522
324	2531
324	2541
324	2510
324	2528
324	2540
324	2536
324	2526
324	2516
324	2538
324	2532
324	2514
324	2537
324	2544
324	2513
224	893
224	895
224	892
224	894
212	721
212	717
212	715
212	720
212	719
212	718
212	713
212	714
212	716
343	2775
343	2774
343	2773
343	2772
343	2771
343	2770
343	2769
343	2768
343	2767
343	2766
343	2765
343	2764
343	2763
343	2762
343	2761
343	2760
343	2759
343	2758
343	2757
343	2756
343	2755
343	2754
343	2753
343	2752
343	2751
343	2750
343	2749
343	2748
343	2747
343	2746
227	943
227	944
227	933
227	941
227	936
227	951
227	948
227	946
227	932
227	942
227	934
227	950
227	938
227	945
227	940
227	954
227	939
227	935
227	952
227	949
227	937
227	947
227	953
226	916
226	919
226	911
226	928
226	915
226	920
226	917
226	922
226	918
226	914
226	913
226	908
226	909
226	927
226	931
226	921
226	926
226	925
226	923
226	910
226	929
226	912
226	930
226	924
222	860
222	857
222	843
222	858
222	861
222	859
222	862
222	852
222	847
222	844
222	846
222	845
222	855
222	848
222	854
222	849
222	863
222	850
222	853
222	856
222	864
222	851
215	711
215	706
215	699
215	700
215	701
215	710
215	712
215	697
215	702
215	705
215	708
215	698
215	703
215	709
215	696
215	707
215	704
223	887
223	890
223	891
223	885
223	888
223	889
223	886
324	2543
324	2512
324	2523
324	2539
324	2530
324	2511
324	2520
324	2535
324	2519
324	2517
324	2533
324	2524
324	2529
324	2515
324	2518
324	2527
324	2521
324	2525
324	2542
324	2534
324	2522
324	2531
324	2541
324	2510
324	2528
324	2540
324	2536
324	2526
324	2516
324	2538
324	2532
324	2514
324	2537
324	2544
324	2513
224	893
224	895
224	892
224	894
212	721
212	717
212	715
212	720
212	719
212	718
212	713
212	714
212	716
343	2775
343	2774
343	2773
343	2772
343	2771
343	2770
343	2769
343	2768
343	2767
343	2766
343	2765
343	2764
343	2763
343	2762
343	2761
343	2760
343	2759
343	2758
343	2757
343	2756
343	2755
343	2754
343	2753
343	2752
343	2751
343	2750
343	2749
343	2748
343	2747
343	2746
227	943
227	944
227	933
227	941
227	936
227	951
227	948
227	946
227	932
227	942
227	934
227	950
227	938
227	945
227	940
227	954
227	939
227	935
227	952
227	949
227	937
227	947
227	953
226	916
226	919
226	911
226	928
226	915
226	920
226	917
226	922
226	918
226	914
226	913
226	908
226	909
226	927
226	931
226	921
226	926
226	925
226	923
226	910
226	929
226	912
226	930
226	924
217	791
217	793
217	790
217	792
217	789
214	728
214	732
214	735
214	729
214	740
214	736
214	734
214	737
214	731
214	730
214	733
214	743
214	739
214	741
214	727
214	738
214	742
220	818
220	819
219	812
219	803
219	817
219	804
219	805
219	806
219	800
219	807
219	802
219	797
219	799
219	813
219	798
219	801
219	796
219	794
219	809
219	816
219	811
219	795
219	814
219	815
219	808
219	810
234	1008
234	1013
234	1012
234	1014
234	1011
234	1010
234	1009
234	1006
234	1007
245	1158
245	1179
245	1178
245	1181
245	1159
245	1196
245	1183
245	1180
245	1195
245	1177
245	1176
245	1165
245	1147
245	1175
245	1192
245	1169
245	1168
245	1170
245	1193
245	1171
245	1151
245	1191
245	1167
245	1166
245	1190
245	1164
245	1174
245	1188
245	1194
245	1189
245	1187
245	1186
245	1182
245	1185
245	1173
245	1172
245	1184
245	1148
245	1150
245	1160
245	1152
245	1149
245	1162
245	1161
245	1153
245	1146
245	1157
245	1156
245	1145
245	1154
245	1163
245	1155
235	1034
235	1033
235	1041
235	1051
235	1032
235	1031
235	1050
235	1040
235	1052
235	1053
235	1039
235	1049
235	1030
235	1042
235	1055
235	1029
235	1048
235	1038
235	1056
235	1028
235	1047
235	1035
235	1037
235	1036
235	1054
235	1045
235	1044
235	1043
235	1046
232	975
232	982
232	962
232	1004
232	978
232	971
232	981
232	974
232	983
232	963
232	999
232	1005
232	964
232	984
232	973
232	956
232	980
232	968
232	1002
232	1001
232	967
232	979
232	976
232	995
232	965
232	966
232	977
232	994
232	972
232	960
232	957
232	1000
232	959
232	997
232	996
232	991
232	969
232	955
232	970
232	990
232	998
232	992
232	958
232	993
232	989
232	961
232	988
232	986
232	1003
232	985
232	987
250	1345
250	1315
250	1337
250	1339
250	1316
250	1317
250	1336
250	1328
250	1334
250	1320
250	1329
250	1335
250	1343
250	1326
250	1338
250	1318
250	1340
250	1321
250	1323
250	1330
250	1341
250	1325
250	1333
250	1327
250	1319
250	1342
250	1324
250	1332
250	1344
250	1322
250	1331
248	1246
248	1237
248	1235
248	1234
248	1227
248	1245
248	1233
248	1236
248	1239
248	1248
248	1242
248	1243
248	1241
248	1238
248	1249
248	1229
248	1230
248	1240
248	1244
248	1228
248	1247
248	1231
248	1232
236	1064
236	1079
236	1069
236	1067
236	1078
236	1061
236	1068
236	1062
236	1065
236	1058
236	1075
236	1074
236	1073
236	1072
236	1080
236	1060
236	1066
236	1070
236	1076
236	1077
236	1071
236	1063
236	1059
249	1288
249	1278
249	1297
249	1285
249	1295
249	1300
249	1254
249	1257
249	1281
249	1269
249	1274
249	1301
249	1265
249	1255
249	1314
249	1310
249	1264
249	1271
249	1279
249	1307
249	1256
249	1290
249	1267
249	1250
249	1276
249	1308
249	1280
249	1275
249	1284
249	1298
249	1261
249	1266
249	1283
249	1293
249	1270
249	1268
249	1277
249	1299
249	1306
249	1303
249	1296
249	1305
249	1259
249	1258
249	1273
249	1272
249	1252
249	1262
249	1294
249	1253
249	1286
249	1260
249	1282
249	1292
249	1291
249	1311
249	1289
249	1304
249	1312
249	1287
249	1263
249	1302
249	1309
249	1251
249	1313
237	1083
237	1097
237	1085
237	1094
237	1093
237	1095
237	1090
237	1082
237	1092
237	1091
237	1099
237	1081
237	1098
237	1086
237	1084
237	1087
237	1089
237	1096
237	1088
246	1201
246	1200
246	1207
246	1199
246	1224
246	1202
246	1197
246	1209
246	1217
246	1218
246	1219
246	1223
246	1222
246	1220
246	1221
246	1225
246	1215
246	1206
246	1213
246	1203
246	1210
246	1212
246	1204
246	1205
246	1211
246	1208
246	1216
246	1198
246	1214
246	1226
238	1100
240	1102
240	1101
241	1117
241	1114
241	1113
241	1103
241	1115
241	1112
241	1111
241	1110
241	1109
241	1118
241	1106
241	1105
241	1108
241	1107
241	1104
241	1116
242	1123
242	1122
242	1120
242	1119
242	1121
242	1124
251	1346
251	1347
252	1368
252	1348
252	1350
252	1356
252	1349
252	1351
252	1365
252	1363
252	1353
252	1359
252	1366
252	1358
252	1364
252	1361
252	1355
252	1369
252	1357
252	1354
252	1367
252	1352
252	1362
252	1360
266	1501
266	1513
266	1500
266	1509
266	1507
266	1510
266	1512
266	1503
266	1511
266	1502
266	1504
266	1508
266	1499
266	1506
266	1497
266	1498
266	1505
266	1514
328	2612
328	2608
328	2609
328	2610
328	2611
328	2606
328	2607
328	2605
256	1383
256	1384
256	1385
286	1822
286	1824
286	1823
286	1826
286	1828
286	1827
286	1825
286	1829
288	1831
288	1830
288	1832
290	1833
290	1835
290	1841
290	1837
290	1838
290	1836
290	1839
290	1840
290	1834
285	1820
285	1815
285	1817
285	1816
285	1813
285	1819
285	1818
285	1821
285	1814
291	1843
291	1852
291	1855
291	1842
291	1845
291	1844
291	1851
291	1850
291	1854
291	1856
291	1849
291	1848
291	1853
291	1846
291	1847
263	1465
263	1464
263	1469
263	1467
263	1466
263	1470
263	1468
263	1471
263	1472
272	1590
272	1587
272	1584
272	1588
272	1589
272	1586
272	1583
272	1585
284	1810
284	1812
284	1811
326	2550
326	2556
326	2545
326	2555
326	2553
326	2548
326	2551
326	2549
326	2557
326	2552
326	2546
326	2547
326	2554
293	1903
293	1906
293	1902
293	1867
293	1904
293	1901
293	1887
293	1900
293	1874
293	1860
293	1899
293	1888
293	1859
293	1858
293	1857
293	1898
293	1881
293	1875
293	1882
293	1883
293	1896
293	1886
293	1897
293	1905
293	1884
293	1880
293	1885
293	1878
293	1868
293	1865
293	1864
293	1877
293	1894
293	1892
293	1869
293	1866
293	1870
293	1876
293	1893
293	1889
293	1895
293	1863
293	1862
293	1873
293	1879
293	1890
293	1871
293	1861
293	1872
293	1891
297	1938
297	1947
297	1937
297	1940
297	1935
297	1955
297	1934
297	1933
297	1941
297	1948
297	1936
297	1952
297	1944
297	1949
297	1950
297	1932
297	1956
297	1946
297	1939
297	1953
297	1954
297	1942
297	1945
297	1943
297	1951
298	1957
298	1973
298	1983
298	1985
298	1958
298	1982
298	1971
298	1972
298	1970
298	1960
298	1959
298	1969
298	1962
298	1961
298	1965
298	1966
298	1964
298	1963
298	1968
298	1967
298	1974
298	1981
298	1980
298	1978
298	1979
298	1975
298	1976
298	1984
298	1977
279	1788
279	1786
279	1791
279	1790
279	1792
279	1787
279	1780
279	1781
279	1782
279	1789
279	1783
279	1784
279	1779
279	1785
278	1776
278	1773
278	1777
278	1775
278	1774
278	1778
278	1772
278	1768
278	1770
278	1771
278	1769
277	1738
277	1724
277	1717
277	1711
277	1737
277	1735
277	1736
277	1732
277	1739
277	1734
277	1733
277	1712
277	1728
277	1725
277	1727
277	1764
277	1740
277	1759
277	1752
277	1763
277	1748
277	1765
277	1741
277	1753
277	1750
277	1723
277	1754
277	1742
277	1766
277	1721
277	1757
277	1761
277	1726
277	1730
277	1731
277	1762
277	1758
277	1718
277	1720
277	1743
277	1767
277	1756
277	1744
277	1745
277	1760
277	1755
277	1729
277	1719
277	1751
277	1710
277	1749
277	1713
277	1715
277	1747
277	1714
277	1746
277	1716
277	1722
274	1616
274	1614
274	1615
274	1611
274	1598
274	1597
274	1612
274	1613
274	1610
274	1600
274	1603
274	1601
274	1604
274	1605
274	1602
274	1609
274	1608
274	1606
274	1599
274	1607
273	1593
273	1596
273	1592
273	1594
273	1591
273	1595
299	2015
299	2026
299	2028
299	2023
299	2020
299	2024
299	2013
299	2022
299	2019
299	2016
299	2027
299	2009
299	2017
299	2018
299	2010
299	2008
299	2021
299	2011
299	2014
299	2025
299	2012
302	2067
302	2066
302	2057
302	2068
302	2058
302	2056
302	2055
302	2059
302	2052
302	2060
302	2054
302	2053
302	2049
302	2061
302	2063
302	2062
302	2050
302	2065
302	2051
302	2064
300	2032
300	2034
300	2030
300	2033
300	2029
300	2031
211	766
211	747
211	761
211	762
211	760
211	759
211	748
211	746
211	756
211	750
211	745
211	744
211	751
211	752
211	763
211	757
211	755
211	753
211	764
211	765
211	754
211	749
211	758
9612	2355
9612	2356
9612	2357
9612	2353
9612	2354
9612	2352
327	2599
327	2581
327	2598
327	2578
327	2595
327	2597
327	2580
327	2579
327	2596
327	2576
327	2577
327	2575
327	2591
327	2592
327	2594
327	2604
327	2593
327	2589
